SubscriberID,Region,Plan,OnboardingScore,HasNegativeTicketPreRenewal,Cancelled,TotalSpent,DaysBeforeRenewalLastNegativeTicket,CancellationReason
S-12541,Midwest,Monthly Essentials,86.8,True,True,644.84,4.6,Support experience
S-16317,South,Monthly Plus,66.6,False,False,966.44,,
S-11794,South,Monthly Plus,58.0,True,False,990.5,9.3,
S-10358,Northeast,Monthly Plus,39.2,True,True,441.56,9.8,Switched provider
S-15060,West,Quarterly Bundle,71.4,False,False,3278.77,,
S-18338,South,Quarterly Bundle,97.0,False,False,1932.56,,
S-18063,Midwest,Monthly Plus,91.6,False,False,1139.92,,
S-13103,Midwest,Monthly Plus,79.4,True,False,968.19,9.5,
S-16100,West,Quarterly Bundle,68.1,False,False,146.14,,
S-18030,West,Quarterly Bundle,88.0,False,False,814.88,,
S-10691,South,Monthly Plus,54.4,True,True,61.24,5.4,No longer needed
S-11602,West,Monthly Plus,74.2,True,False,508.49,10.0,
S-13395,Northeast,Monthly Plus,42.0,False,True,1168.91,,Relocation
S-11127,Northeast,Monthly Plus,65.6,True,False,1081.24,3.5,
S-18328,Midwest,Monthly Essentials,80.3,False,False,777.21,,
S-15066,Midwest,Quarterly Bundle,62.1,False,False,1679.19,,
S-15129,South,Monthly Essentials,59.9,False,False,545.95,,
S-14578,West,Monthly Plus,41.0,False,True,667.55,,Price
S-15640,Midwest,Monthly Essentials,71.2,False,False,233.47,,
S-17982,South,Monthly Essentials,78.1,False,False,877.74,,
S-13664,South,Monthly Plus,44.6,False,False,225.83,,
S-15712,South,Quarterly Bundle,73.2,False,False,3320.28,,
S-15888,Midwest,Monthly Essentials,70.0,False,False,106.66,,
S-13119,Northeast,Quarterly Bundle,85.7,True,False,1030.65,2.6,
S-15201,South,Monthly Essentials,59.8,False,False,631.06,,
S-14878,Midwest,Monthly Plus,48.7,False,False,572.32,,
S-10315,West,Monthly Plus,49.2,True,True,446.59,0.5,Shipping issues
S-17424,South,Monthly Essentials,78.6,False,False,651.25,,
S-17717,South,Quarterly Bundle,94.6,False,False,2537.13,,
S-16571,Midwest,Quarterly Bundle,64.6,False,False,2074.49,,
S-12137,West,Monthly Plus,65.3,True,True,126.42,5.6,Relocation
S-13938,Northeast,Monthly Essentials,36.9,False,False,144.9,,
S-18253,West,Monthly Essentials,79.6,False,False,465.13,,
S-16520,Midwest,Monthly Essentials,57.3,False,False,951.04,,
S-12428,South,Quarterly Bundle,76.3,True,False,2071.64,2.9,
S-13003,West,Monthly Essentials,78.0,True,False,486.34,9.9,
S-12539,South,Monthly Plus,95.0,True,False,991.16,6.7,
S-10307,West,Quarterly Bundle,43.9,True,False,1262.91,4.2,
S-17461,Northeast,Monthly Plus,89.9,False,False,1012.21,,
S-11824,South,Monthly Plus,71.8,True,True,713.98,3.3,
S-14169,Midwest,Quarterly Bundle,47.6,False,False,677.5,,
S-15214,Northeast,Monthly Essentials,64.6,False,False,554.04,,
S-15692,Midwest,Monthly Essentials,68.8,False,False,804.15,,
S-18123,South,Monthly Plus,81.0,False,False,967.04,,
S-18114,Midwest,Quarterly Bundle,87.0,False,False,1087.6,,
S-12714,West,Monthly Essentials,79.5,True,True,714.32,2.8,Support experience
S-10546,Northeast,Monthly Essentials,42.0,True,True,295.87,10.8,Relocation
S-16444,Northeast,Monthly Essentials,58.2,False,False,400.51,,
S-16309,West,Monthly Essentials,55.7,False,False,964.46,,
S-15103,South,Monthly Plus,64.8,False,False,524.75,,
S-18335,West,Monthly Essentials,95.5,False,False,848.66,,
S-15990,South,Monthly Essentials,64.8,False,False,148.09,,
S-11091,West,Monthly Plus,57.1,True,False,1164.84,7.1,
S-14532,West,Monthly Plus,41.3,False,False,644.1,,
S-17383,West,Quarterly Bundle,78.3,False,False,294.54,,
S-16356,Northeast,Monthly Plus,66.1,False,False,885.02,,
S-13772,West,Monthly Plus,55.0,False,False,1321.07,,
S-13136,Midwest,Monthly Plus,89.6,True,True,944.04,8.0,Shipping issues
S-12314,West,Monthly Essentials,98.4,True,True,286.81,10.7,Paused
S-17736,South,Monthly Essentials,81.9,False,False,877.54,,
S-17346,South,Monthly Essentials,83.6,False,False,548.82,,
S-15635,Midwest,Quarterly Bundle,56.9,False,False,2762.91,,
S-13774,South,Monthly Plus,40.6,False,False,958.77,,
S-12956,West,Quarterly Bundle,78.0,True,True,2780.64,8.3,Relocation
S-16907,South,Monthly Plus,84.1,False,False,1366.39,,
S-14656,Northeast,Quarterly Bundle,46.0,False,False,2197.4,,
S-10827,West,Quarterly Bundle,35.1,True,False,939.46,3.2,
S-10959,Northeast,Monthly Plus,49.7,True,True,384.83,6.0,Support experience
S-10223,West,Monthly Plus,41.6,True,True,1185.07,4.4,Paused
S-16154,Midwest,Quarterly Bundle,61.5,False,False,288.37,,
S-14566,West,Quarterly Bundle,35.8,False,False,2312.33,,
S-18107,West,Quarterly Bundle,91.4,False,False,2158.89,,
S-14435,Northeast,Monthly Essentials,54.0,False,False,943.81,,
S-17660,Northeast,Monthly Essentials,88.8,False,False,209.81,,
S-11688,West,Quarterly Bundle,59.2,True,False,3495.44,2.3,
S-16027,West,Quarterly Bundle,72.1,False,False,3309.55,,
S-11328,West,Quarterly Bundle,67.3,True,False,3111.58,3.9,
S-14434,South,Quarterly Bundle,45.9,False,True,1144.34,,Shipping issues
S-15501,Northeast,Monthly Essentials,74.7,False,False,691.96,,
S-16538,West,Monthly Essentials,68.7,False,False,963.94,,
S-18060,South,Monthly Plus,95.8,False,False,787.6,,
S-13207,Northeast,Monthly Plus,97.9,True,False,598.58,12.7,
S-11928,Northeast,Monthly Essentials,70.9,True,True,123.05,0.7,Price
S-12774,South,Monthly Essentials,92.9,True,False,464.76,0.1,
S-14221,West,Monthly Plus,46.7,False,False,565.68,,
S-16635,Northeast,Monthly Essentials,67.0,False,False,966.77,,
S-11188,Northeast,Quarterly Bundle,57.2,True,True,1652.95,6.0,
S-16448,Midwest,Quarterly Bundle,67.8,False,False,940.8,,
S-10018,Northeast,Monthly Plus,42.5,True,False,775.53,7.6,
S-15375,Northeast,Quarterly Bundle,68.4,False,False,3309.36,,
S-14274,West,Quarterly Bundle,46.1,False,False,1118.77,,
S-15387,Midwest,Quarterly Bundle,65.2,False,False,2536.82,,
S-16804,Northeast,Monthly Essentials,88.2,False,False,79.44,,
S-16752,Midwest,Monthly Essentials,92.3,False,False,37.09,,
S-16735,South,Monthly Essentials,88.4,False,False,655.85,,
S-11407,West,Monthly Essentials,59.1,True,False,289.29,11.8,
S-16624,Northeast,Quarterly Bundle,70.4,False,False,292.68,,
S-11081,Northeast,Monthly Plus,61.0,True,False,905.58,0.5,
S-16818,West,Quarterly Bundle,80.6,False,False,614.74,,
S-17864,West,Monthly Plus,90.5,False,False,418.24,,
S-12749,South,Quarterly Bundle,88.1,True,False,2853.63,4.2,
S-14035,Northeast,Quarterly Bundle,35.2,False,False,3658.46,,
S-13270,Midwest,Quarterly Bundle,42.8,False,False,2028.31,,
S-17722,Northeast,Monthly Essentials,94.6,False,False,73.1,,
S-12182,Midwest,Monthly Plus,99.7,True,False,345.2,2.1,
S-14038,Northeast,Monthly Essentials,35.6,False,False,898.21,,
S-13420,West,Monthly Essentials,37.3,False,False,725.9,,
S-15583,Midwest,Monthly Plus,74.9,False,False,164.26,,
S-17589,Northeast,Monthly Essentials,85.5,False,False,128.16,,
S-15960,Northeast,Monthly Plus,73.6,False,False,55.44,,
S-17038,Northeast,Monthly Essentials,79.7,False,False,814.9,,
S-11250,West,Monthly Plus,64.2,True,False,766.46,2.7,
S-15497,West,Quarterly Bundle,70.5,False,False,1638.87,,
S-11531,South,Monthly Plus,62.5,True,False,1260.92,11.4,
S-13002,West,Quarterly Bundle,85.7,True,False,2467.75,7.5,
S-17016,Midwest,Monthly Essentials,99.6,False,False,594.51,,
S-15804,Midwest,Monthly Plus,64.0,False,False,565.05,,
S-12647,West,Monthly Plus,83.0,True,False,935.42,2.7,
S-15352,Midwest,Monthly Plus,55.7,False,False,776.26,,
S-14008,South,Monthly Essentials,39.7,False,True,883.53,,Support experience
S-10150,West,Quarterly Bundle,35.2,True,True,2335.97,7.4,Product quality
S-15052,Midwest,Quarterly Bundle,57.5,False,True,925.9,,Price
S-15303,Midwest,Monthly Plus,68.6,False,False,576.04,,
S-13918,West,Monthly Essentials,44.2,False,False,639.62,,
S-10412,South,Monthly Plus,54.2,True,True,1029.05,2.0,Switched provider
S-18246,Midwest,Monthly Essentials,96.8,False,False,368.59,,
S-10869,South,Monthly Plus,49.9,True,False,528.91,5.9,
S-18218,Midwest,Monthly Plus,96.0,False,False,356.39,,
S-11660,Midwest,Monthly Plus,59.5,True,False,606.13,7.1,
S-17694,South,Monthly Plus,87.0,False,False,175.02,,
S-12792,Midwest,Monthly Essentials,94.5,True,False,332.7,13.0,
S-10653,Northeast,Monthly Plus,48.1,True,False,1282.03,2.2,
S-11884,South,Monthly Essentials,60.9,True,False,749.14,4.9,
S-11874,Northeast,Monthly Plus,58.6,True,False,1271.99,9.8,
S-15006,South,Monthly Essentials,56.4,False,False,755.52,,
S-10715,West,Quarterly Bundle,36.7,True,True,2270.94,1.8,Product quality
S-12115,Midwest,Monthly Essentials,63.7,True,False,392.4,2.6,
S-16826,Northeast,Quarterly Bundle,93.0,False,False,2481.41,,
S-15912,Northeast,Monthly Plus,72.9,False,False,180.66,,
S-12805,Northeast,Monthly Plus,77.9,True,True,803.04,12.7,Support experience
S-10736,West,Monthly Plus,36.5,True,True,383.52,6.4,Shipping issues
S-11765,South,Monthly Essentials,70.2,True,False,520.83,9.1,
S-12996,Northeast,Monthly Plus,97.5,True,True,437.53,12.7,Switched provider
S-10002,South,Monthly Plus,53.2,True,False,1017.14,13.1,
S-16274,Midwest,Quarterly Bundle,70.2,False,False,445.43,,
S-17306,West,Quarterly Bundle,89.6,False,False,1752.63,,
S-11704,West,Monthly Plus,68.6,True,False,832.98,13.2,
S-14255,Midwest,Quarterly Bundle,47.1,False,False,450.83,,
S-14476,West,Monthly Essentials,38.0,False,True,121.14,,Product quality
S-11838,West,Quarterly Bundle,57.2,True,False,3913.18,11.0,
S-11466,Northeast,Quarterly Bundle,67.8,True,False,3258.17,2.1,
S-12953,West,Monthly Essentials,92.6,True,True,83.51,1.0,No longer needed
S-18259,Northeast,Monthly Plus,88.3,False,False,120.55,,
S-17636,West,Monthly Plus,75.4,False,False,754.23,,
S-11477,South,Monthly Essentials,64.5,True,False,73.14,2.3,
S-12361,Midwest,Quarterly Bundle,85.5,True,False,3475.05,9.3,
S-12017,Midwest,Monthly Plus,71.3,True,True,1292.82,0.9,Relocation
S-16237,Northeast,Monthly Essentials,66.5,False,False,761.85,,
S-14964,West,Monthly Plus,71.4,False,False,715.89,,
S-12336,West,Monthly Plus,79.8,True,False,1227.4,8.3,
S-17020,Midwest,Monthly Essentials,96.8,False,False,996.37,,
S-10077,Northeast,Quarterly Bundle,48.9,True,False,2187.79,11.5,
S-17353,South,Quarterly Bundle,77.0,False,False,679.08,,
S-11528,South,Monthly Essentials,56.4,True,True,395.68,1.1,Relocation
S-12603,West,Quarterly Bundle,82.0,True,False,3375.27,7.8,
S-13959,West,Monthly Plus,38.5,False,True,1421.91,,
S-12678,South,Monthly Essentials,98.6,True,False,199.62,6.6,
S-15628,Northeast,Monthly Plus,58.0,False,False,1054.83,,
S-12703,West,Monthly Essentials,82.1,True,True,35.59,5.0,No longer needed
S-12275,South,Monthly Essentials,96.3,True,False,150.47,5.8,
S-17161,Midwest,Monthly Plus,83.3,False,False,447.63,,
S-10259,South,Monthly Essentials,36.7,True,True,825.55,9.7,Paused
S-17564,Northeast,Monthly Essentials,81.5,False,False,827.22,,
S-12626,Midwest,Monthly Essentials,86.6,True,False,893.09,7.5,
S-10269,Northeast,Monthly Plus,45.5,True,True,1173.18,4.7,Shipping issues
S-10549,Midwest,Monthly Essentials,39.4,True,True,634.09,2.1,
S-18080,West,Monthly Essentials,77.3,False,True,608.82,,Relocation
S-16341,South,Monthly Plus,55.3,False,False,281.7,,
S-11729,South,Monthly Plus,65.7,True,False,961.11,10.6,
S-11802,Midwest,Monthly Essentials,58.0,True,False,84.48,1.4,
S-14755,Midwest,Quarterly Bundle,38.3,False,False,1762.11,,
S-11004,West,Quarterly Bundle,51.9,True,True,853.72,13.5,Paused
S-13961,Northeast,Monthly Essentials,51.1,False,False,485.92,,
S-17986,West,Monthly Essentials,87.4,False,False,733.04,,
S-15523,West,Quarterly Bundle,62.3,False,False,541.42,,
S-11295,Northeast,Monthly Plus,59.4,True,True,1382.92,11.3,Product quality
S-18027,Midwest,Monthly Essentials,90.0,False,False,702.86,,
S-18085,Northeast,Monthly Plus,84.6,False,False,54.47,,
S-11564,West,Monthly Plus,58.0,True,False,55.84,6.0,
S-11436,South,Quarterly Bundle,57.3,True,False,424.07,11.0,
S-12363,South,Monthly Plus,97.3,True,False,371.94,4.2,
S-12020,Northeast,Monthly Essentials,69.3,True,True,107.24,13.3,
S-18358,Northeast,Monthly Essentials,91.9,False,False,852.51,,
S-10456,Midwest,Monthly Plus,44.8,True,True,1349.79,1.3,
S-11527,South,Monthly Essentials,59.2,True,False,71.34,5.1,
S-16678,South,Quarterly Bundle,67.9,False,False,2788.6,,
S-10738,West,Monthly Plus,47.0,True,True,1453.39,7.6,Price
S-14037,Midwest,Monthly Plus,37.3,False,False,698.96,,
S-14623,West,Monthly Essentials,51.5,False,True,594.35,,No longer needed
S-14145,South,Monthly Essentials,38.2,False,False,105.52,,
S-16225,Midwest,Monthly Essentials,61.6,False,False,154.06,,
S-16611,West,Quarterly Bundle,55.9,False,False,1024.57,,
S-14842,West,Quarterly Bundle,54.3,False,False,2955.31,,
S-14608,Midwest,Quarterly Bundle,40.1,False,False,2986.77,,
S-14811,Midwest,Quarterly Bundle,49.3,False,True,1078.06,,Switched provider
S-14596,Midwest,Monthly Plus,43.8,False,False,438.16,,
S-13887,West,Monthly Essentials,55.0,False,True,825.58,,Product quality
S-17328,Northeast,Quarterly Bundle,77.1,False,False,1949.37,,
S-13113,West,Monthly Essentials,90.4,True,False,858.28,1.8,
S-10184,Northeast,Quarterly Bundle,36.4,True,True,1993.9,3.7,Shipping issues
S-17718,West,Quarterly Bundle,80.9,False,False,727.78,,
S-12621,South,Monthly Essentials,89.8,True,False,35.79,5.8,
S-17018,West,Quarterly Bundle,84.3,False,False,2566.31,,
S-11668,South,Monthly Plus,58.8,True,False,1267.96,10.4,
S-15968,West,Quarterly Bundle,65.6,False,False,319.39,,
S-14925,South,Monthly Plus,45.8,False,False,537.4,,
S-17859,Midwest,Monthly Essentials,76.9,False,False,436.38,,
S-14606,South,Quarterly Bundle,48.8,False,False,2626.52,,
S-10299,Midwest,Monthly Plus,35.1,True,True,1535.67,6.7,Paused
S-16823,Midwest,Quarterly Bundle,86.5,False,False,1991.31,,
S-17621,Northeast,Monthly Plus,92.9,False,False,324.59,,
S-10678,South,Monthly Essentials,44.7,True,False,385.05,7.5,
S-17256,West,Quarterly Bundle,91.1,False,False,619.86,,
S-13561,South,Quarterly Bundle,39.5,False,False,3091.7,,
S-12483,Midwest,Monthly Essentials,90.8,True,True,41.52,13.1,Relocation
S-15008,Midwest,Quarterly Bundle,55.6,False,True,680.73,,No longer needed
S-15509,West,Monthly Plus,59.8,False,False,1225.27,,
S-10923,West,Monthly Essentials,43.6,True,True,432.08,12.4,Relocation
S-17991,Northeast,Quarterly Bundle,88.3,False,False,2101.71,,
S-11374,Northeast,Monthly Essentials,61.6,True,False,121.7,7.2,
S-15603,South,Monthly Plus,62.1,False,False,1470.53,,
S-15510,Northeast,Monthly Essentials,65.0,False,False,158.75,,
S-17008,West,Monthly Plus,92.2,False,False,948.71,,
S-14541,South,Monthly Essentials,44.4,False,False,161.08,,
S-11511,Midwest,Quarterly Bundle,61.0,True,False,2959.59,0.3,
S-11749,South,Monthly Plus,58.5,True,True,1202.25,13.7,Shipping issues
S-10741,West,Monthly Plus,52.5,True,True,1027.86,13.4,Switched provider
S-17569,South,Monthly Plus,97.0,False,False,381.98,,
S-11121,South,Quarterly Bundle,73.1,True,False,2858.05,9.6,
S-10511,Midwest,Monthly Plus,37.0,True,True,977.55,1.7,Product quality
S-16828,Midwest,Monthly Plus,75.4,False,False,1241.65,,
S-13754,Midwest,Monthly Plus,43.0,False,False,997.37,,
S-12352,West,Quarterly Bundle,91.6,True,False,549.56,7.7,
S-15822,Northeast,Monthly Plus,71.3,False,False,934.72,,
S-14786,Northeast,Quarterly Bundle,40.6,False,False,765.81,,
S-10044,South,Monthly Plus,53.1,True,True,56.88,7.4,Support experience
S-10949,South,Quarterly Bundle,51.9,True,False,3266.36,0.3,
S-12924,West,Quarterly Bundle,86.2,True,True,3264.46,11.9,Paused
S-16043,South,Monthly Essentials,70.0,False,False,759.6,,
S-18380,South,Monthly Plus,86.4,False,False,166.94,,
S-11836,South,Quarterly Bundle,60.4,True,True,2783.62,9.1,Switched provider
S-10562,South,Monthly Essentials,47.6,True,False,213.54,6.5,
S-16512,Midwest,Monthly Essentials,72.7,False,False,681.24,,
S-15943,Midwest,Monthly Plus,70.0,False,False,459.81,,
S-13145,West,Monthly Essentials,77.8,True,True,323.06,10.8,Relocation
S-12376,West,Quarterly Bundle,95.3,True,False,1212.76,3.6,
S-12469,South,Monthly Plus,82.5,True,True,546.47,11.3,Product quality
S-13969,Midwest,Monthly Essentials,44.9,False,False,683.66,,
S-15495,Northeast,Monthly Plus,58.4,False,False,253.42,,
S-10106,Northeast,Monthly Essentials,41.6,True,True,253.91,7.0,Price
S-12600,West,Monthly Essentials,96.9,True,False,807.06,2.2,
S-12120,South,Quarterly Bundle,70.9,True,False,3213.9,4.8,
S-16909,Midwest,Quarterly Bundle,94.3,False,False,2686.12,,
S-10353,West,Monthly Plus,38.4,True,True,1295.56,5.1,Switched provider
S-17476,South,Quarterly Bundle,94.6,False,False,2048.66,,
S-10345,South,Monthly Essentials,46.7,True,True,811.8,11.5,Relocation
S-12234,Midwest,Quarterly Bundle,84.4,True,False,1562.73,4.3,
S-15812,Midwest,Quarterly Bundle,69.4,False,False,2292.78,,
S-12791,Midwest,Monthly Essentials,81.7,True,False,246.36,7.3,
S-13128,Northeast,Monthly Essentials,87.3,True,False,311.95,2.5,
S-13040,Northeast,Quarterly Bundle,93.1,True,False,2152.12,3.1,
S-17240,West,Monthly Essentials,79.0,False,False,739.63,,
S-14928,West,Monthly Plus,37.2,False,False,233.75,,
S-11220,West,Monthly Essentials,64.0,True,False,210.03,1.4,
S-10940,South,Monthly Plus,40.0,True,True,1062.47,5.9,
S-13587,South,Monthly Plus,36.4,False,False,516.49,,
S-10984,South,Quarterly Bundle,47.1,True,False,3328.65,5.9,
S-14745,West,Monthly Essentials,36.7,False,False,805.67,,
S-14631,Midwest,Monthly Essentials,52.3,False,False,208.87,,
S-16704,Midwest,Monthly Plus,83.8,False,False,594.24,,
S-12863,West,Quarterly Bundle,92.0,True,False,1284.89,8.6,
S-16157,West,Monthly Plus,65.2,False,False,162.37,,
S-11447,Midwest,Monthly Plus,55.7,True,True,217.97,5.0,Switched provider
S-10503,Northeast,Monthly Essentials,49.7,True,True,568.86,12.3,Switched provider
S-17241,Midwest,Monthly Essentials,85.7,False,False,255.61,,
S-16838,West,Monthly Essentials,75.2,False,False,972.18,,
S-18210,South,Monthly Plus,92.3,False,False,314.76,,
S-10540,Midwest,Monthly Plus,51.5,True,True,236.59,1.3,Switched provider
S-11103,West,Monthly Essentials,69.7,True,False,896.36,10.1,
S-14084,Northeast,Quarterly Bundle,44.1,False,False,1289.21,,
S-12869,Midwest,Monthly Essentials,80.4,True,False,263.7,7.1,
S-13355,South,Monthly Plus,47.4,False,False,1204.5,,
S-16414,South,Quarterly Bundle,56.3,False,False,3144.8,,
S-14499,West,Monthly Plus,46.0,False,False,61.56,,
S-16633,Midwest,Quarterly Bundle,74.5,False,False,2441.73,,
S-10168,West,Quarterly Bundle,40.1,True,False,2617.35,8.7,
S-17086,West,Quarterly Bundle,80.6,False,False,698.81,,
S-18023,West,Quarterly Bundle,86.0,False,False,453.85,,
S-13384,Northeast,Quarterly Bundle,42.2,False,True,997.3,,Support experience
S-16470,Northeast,Monthly Essentials,68.9,False,False,341.1,,
S-12071,West,Monthly Essentials,66.0,True,True,724.99,2.1,Switched provider
S-13808,West,Monthly Essentials,52.0,False,False,581.41,,
S-13966,South,Quarterly Bundle,43.7,False,False,3149.6,,
S-14423,Midwest,Quarterly Bundle,49.8,False,False,2360.42,,
S-12357,Midwest,Quarterly Bundle,81.4,True,True,2897.54,6.9,Relocation
S-14507,West,Quarterly Bundle,49.9,False,True,2363.53,,
S-12391,Midwest,Quarterly Bundle,78.2,True,False,3016.75,0.7,
S-14945,South,Monthly Plus,47.0,False,False,600.72,,
S-15606,Midwest,Monthly Essentials,64.0,False,False,732.49,,
S-13851,South,Monthly Essentials,40.7,False,True,860.68,,Price
S-15504,Midwest,Quarterly Bundle,67.1,False,False,1372.13,,
S-14141,Northeast,Monthly Essentials,47.1,False,False,813.26,,
S-14109,West,Quarterly Bundle,38.5,False,False,3672.36,,
S-14004,West,Monthly Essentials,50.4,False,False,509.21,,
S-10754,South,Monthly Plus,54.8,True,True,1290.86,12.2,Product quality
S-13823,West,Monthly Essentials,47.0,False,False,590.33,,
S-14662,Midwest,Monthly Essentials,42.7,False,False,386.88,,
S-18122,West,Quarterly Bundle,98.0,False,False,3020.66,,
S-14343,Northeast,Quarterly Bundle,37.4,False,False,2219.65,,
S-11578,Midwest,Monthly Plus,56.0,True,True,524.42,12.8,Support experience
S-14396,Midwest,Quarterly Bundle,46.9,False,False,1414.68,,
S-12270,Northeast,Monthly Essentials,80.1,True,False,932.04,7.6,
S-17288,South,Monthly Plus,84.8,False,False,574.7,,
S-15334,South,Quarterly Bundle,67.2,False,False,1637.86,,
S-18053,Northeast,Quarterly Bundle,92.1,False,False,2010.72,,
S-15601,South,Monthly Essentials,59.1,False,False,810.54,,
S-14150,South,Quarterly Bundle,35.8,False,False,1345.76,,
S-13311,Midwest,Monthly Essentials,44.4,False,False,229.34,,
S-10947,West,Monthly Plus,46.5,True,True,61.57,4.0,Relocation
S-11182,West,Monthly Plus,64.8,True,True,797.02,1.7,Price
S-17274,Midwest,Monthly Essentials,82.4,False,False,343.39,,
S-13888,Midwest,Monthly Plus,52.9,False,True,1336.37,,No longer needed
S-16238,Northeast,Quarterly Bundle,74.6,False,False,3143.76,,
S-11366,Midwest,Quarterly Bundle,74.9,True,True,2162.94,11.8,Switched provider
S-18344,Midwest,Monthly Plus,75.5,False,False,881.09,,
S-16733,Midwest,Monthly Plus,81.8,False,False,257.94,,
S-12084,Northeast,Monthly Essentials,64.8,True,False,683.27,10.8,
S-15875,Midwest,Quarterly Bundle,74.7,False,False,1850.22,,
S-10416,West,Monthly Plus,38.8,True,True,1084.88,11.9,Product quality
S-11588,West,Monthly Essentials,66.9,True,False,533.26,9.0,
S-17454,Midwest,Monthly Plus,96.8,False,False,1128.29,,
S-15846,West,Monthly Plus,73.7,False,False,977.48,,
S-15180,Midwest,Monthly Plus,62.6,False,False,542.89,,
S-17124,Midwest,Monthly Plus,77.8,False,False,759.01,,
S-17003,West,Monthly Plus,92.5,False,False,639.95,,
S-16010,Midwest,Monthly Essentials,62.9,False,False,71.95,,
S-17999,West,Monthly Plus,75.4,False,False,993.01,,
S-10964,Midwest,Monthly Essentials,43.1,True,True,413.64,1.6,
S-11215,South,Quarterly Bundle,72.6,True,True,1117.8,7.2,
S-16774,West,Monthly Essentials,80.1,False,False,849.51,,
S-17646,Northeast,Monthly Essentials,89.3,False,False,831.71,,
S-16418,West,Monthly Plus,63.9,False,False,866.18,,
S-17741,West,Monthly Plus,99.8,False,False,749.44,,
S-14154,South,Quarterly Bundle,45.2,False,False,2454.95,,
S-10174,South,Monthly Essentials,44.8,True,False,768.37,3.4,
S-16173,West,Monthly Plus,61.4,False,False,1073.87,,
S-17326,Midwest,Monthly Essentials,91.2,False,False,358.42,,
S-15580,Northeast,Monthly Plus,59.4,False,False,692.69,,
S-11605,Midwest,Quarterly Bundle,56.0,True,False,2765.99,0.8,
S-14591,Northeast,Monthly Plus,37.0,False,False,1343.9,,
S-16480,South,Monthly Essentials,59.8,False,False,158.55,,
S-11687,Northeast,Monthly Plus,74.8,True,False,188.38,6.2,
S-12781,West,Monthly Essentials,77.4,True,False,336.7,2.4,
S-13798,West,Monthly Essentials,52.1,False,False,507.78,,
S-17788,South,Monthly Plus,80.0,False,False,125.55,,
S-16453,West,Monthly Essentials,63.0,False,False,484.69,,
S-11375,West,Monthly Plus,68.5,True,False,399.41,5.0,
S-14443,Midwest,Monthly Essentials,45.0,False,True,283.59,,Product quality
S-12040,Northeast,Monthly Plus,57.4,True,False,1053.4,6.5,
S-11470,South,Quarterly Bundle,73.2,True,False,919.04,3.6,
S-16203,Northeast,Monthly Essentials,68.1,False,False,948.0,,
S-17662,West,Monthly Essentials,79.0,False,False,298.71,,
S-17980,Northeast,Quarterly Bundle,99.0,False,False,632.48,,
S-17962,Northeast,Monthly Essentials,87.9,False,False,824.24,,
S-13405,South,Monthly Essentials,54.8,False,False,35.23,,
S-16886,West,Quarterly Bundle,88.3,False,False,3738.83,,
S-14904,West,Monthly Essentials,41.7,False,True,286.29,,No longer needed
S-12455,South,Quarterly Bundle,78.9,True,False,3378.57,3.9,
S-15567,Midwest,Quarterly Bundle,58.8,False,False,3290.47,,
S-12064,Midwest,Monthly Essentials,63.5,True,True,74.2,3.5,Paused
S-17021,South,Quarterly Bundle,86.5,False,False,162.83,,
S-12062,Midwest,Quarterly Bundle,68.8,True,False,3882.41,9.9,
S-10729,West,Quarterly Bundle,39.3,True,False,3730.1,2.1,
S-11936,South,Monthly Plus,74.0,True,False,1329.57,9.5,
S-16326,South,Quarterly Bundle,65.2,False,False,409.03,,
S-10406,Northeast,Quarterly Bundle,46.8,True,False,694.41,5.5,
S-12409,South,Monthly Essentials,85.0,True,False,783.04,3.4,
S-14641,Northeast,Monthly Plus,51.6,False,False,214.86,,
S-14533,Midwest,Monthly Essentials,42.7,False,False,791.68,,
S-15311,South,Monthly Essentials,55.3,False,False,707.54,,
S-15422,South,Monthly Plus,55.9,False,False,1384.94,,
S-11176,Northeast,Monthly Plus,63.2,True,False,1208.51,3.0,
S-10800,West,Quarterly Bundle,53.9,True,False,1405.83,1.0,
S-16607,Midwest,Quarterly Bundle,55.7,False,False,3089.99,,
S-14226,South,Quarterly Bundle,53.0,False,True,2886.29,,Shipping issues
S-18157,South,Quarterly Bundle,84.6,False,False,1137.0,,
S-15281,South,Monthly Essentials,72.0,False,False,169.06,,
S-11909,South,Monthly Plus,60.9,True,False,870.75,0.6,
S-17618,West,Monthly Plus,91.1,False,False,485.97,,
S-18093,South,Monthly Plus,75.2,False,True,1287.24,,Relocation
S-12503,Midwest,Monthly Plus,83.4,True,False,926.21,4.7,
S-11262,South,Monthly Plus,60.9,True,False,281.44,13.5,
S-13196,South,Monthly Essentials,84.3,True,False,596.75,3.4,
S-14382,South,Monthly Plus,46.7,False,True,1378.3,,Support experience
S-11469,Northeast,Monthly Plus,72.4,True,False,454.49,9.4,
S-13171,West,Monthly Essentials,80.9,True,False,329.65,3.7,
S-15518,Midwest,Quarterly Bundle,58.5,False,False,1212.68,,
S-14509,West,Monthly Plus,37.6,False,False,584.85,,
S-16415,Northeast,Monthly Plus,60.1,False,False,572.13,,
S-11599,West,Quarterly Bundle,66.4,True,False,920.91,5.7,
S-13617,South,Monthly Plus,46.8,False,False,1402.79,,
S-14649,Midwest,Quarterly Bundle,41.2,False,False,451.3,,
S-10838,West,Monthly Essentials,53.8,True,False,250.42,10.5,
S-14801,South,Quarterly Bundle,35.7,False,False,1213.58,,
